#N	Pi*N		Cinf	M	Csup (k=3)	Cinf	M	Csup (k=2)	Cinf M Csup (k=1)  (cw=64)
10	0.0228	1.000 1.000 1.000		1.000 1.000 1.000		1.000 1.000 1.000	
40	0.0912	0.999	0.999	1.000		0.999	0.999	1.000		0.975	0.987	0.999
70	0.1596	0.994	0.996	0.999		0.993	0.996	0.999		0.957	0.975	0.993
100	0.228		0.987	0.991	0.994		0.993	0.995	0.998		0.961 0.971 0.981								
150	0.342		0.854	0.861	0.869		0.956 0.963 0.970		0.917	0.925	0.933
250	0.57		0.535	0.543 0.551		0.689 0.697 0.704		0.790	0.805	0.821


