#N	Pi*N		Cinf	M	Csup (k=3)	Cinf	M	Csup (k=2)	Cinf M Csup (k=1)  (cw=512)
10	0.0228	1.000 1.000	1.000		1.000 1.000 1.000		1.000 1.000 1.000	
40	0.0912	1.000 1.000	1.000		0.999	0.999	1.000		0.975	0.987	0.999
70	0.1596	0.999	0.999	0.999		0.998	0.999	0.999		0.957	0.975	0.993
100	0.228		0.993 0.994	0.995		0.997	0.998	0.999		0.961 0.971 0.981								
150	0.342		0.911	0.920	0.930		0.970	0.972	0.974		0.917	0.925	0.933
250	0.57		0.788	0.806	0.823		0.730	0.738	0.747		0.790	0.805	0.821


