#N	Pi*N		Cinf	M	Csup (k=3)	Cinf	M	Csup (k=2)	Cinf M Csup (k=1)  (cw=1022)
10	0.0228	1.000 1.000 1.000		1.000 1.000 1.000		1.000 1.000 1.000	
40	0.0912	0.999	0.999	1.000		0.999	0.999	1.000		0.975	0.987	0.999
70	0.1596	0.999	0.999	0.999		0.999	0.999	0.999		0.957	0.975	0.993
100	0.228		0.993	0.994	0.995		0.998	0.998	0.999		0.961 0.971 0.981								
150	0.342		0.968	0.973	0.977		0.968	0.971	0.973		0.917	0.925	0.933
250	0.57		0.919	0.931	0.942		0.859	0.871	0.883		0.790	0.805	0.821

