#N	Pi*N		Cinf	M	Csup (k=3)	Cinf	M	Csup (k=2)	Cinf M Csup (k=1)  (cw=1022)
10	0.0228	0.998	0.999	1.000		0.999	0.999	1.000		1.000 1.000 1.000	
40	0.0912	0.990	0.991	0.993		0.995	0.996	0.997		0.975	0.987	0.999
70	0.1596	0.960	0.963	0.966		0.984	0.986	0.988		0.957	0.975	0.993
100	0.228		0.872	0.877	0.883		0.972	0.974	0.977		0.961 0.971 0.981								
150	0.342		0.779	0.788	0.798		0.858	0.862	0.866		0.917	0.925	0.933
250	0.57		0.674	0.687	0.670		0.681	0.692	0.704		0.790	0.805	0.821
