#N	Pi*N 		Cinf	M	Csup (k=3)	Cinf	M	Csup (k=2)	Cinf M Csup (k=1)  (cw=512)
10	0.0228	0.999 0.999	1.000		1.000	1.000 1.000		1.000 1.000 1.000		
40	0.0912	0.989	0.991	0.993		0.995	0.996	0.997		0.975	0.987	0.999
70	0.1596	0.958	0.962	0.967		0.982	0.985	0.989		0.957	0.975	0.993								
100	0.228		0.872 0.877	0.881		0.972 0.975	0.978		0.961 0.971 0.981
150	0.342		0.651 0.660	0.669		0.863	0.867	0.871		0.917	0.925	0.933
250	0.57		0.503	0.514	0.526		0.531 0.538	0.545		0.790	0.805	0.821		


